제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,요약
고대도,자연,자연관광지,섬,충청남도,보령시,"태안군 안면도에서 남쪽으로 약 3㎞ 떨어져 있으며, 섬 전체가 태안해안국립공원에 속해 있다. 마을에서 남쪽으로 오솔길을 따라 약 2km를 걸어가면 조약돌이 깔린 해변이 펼쳐져 있다. 여름에 즐겨 찾는 여행객들이 맨발로 조약돌을 걸으며 이끝에서 저끝으로 돌아다니며 수영을 즐긴다. 옛말에 하루 맨발로 이 곳에서 보행을 하면, 10년은 젊어진다는 옛 전설의 말대로, 끝없이 펼쳐진 바다 수평선을 바라보며 은은히 들려오는 갈매기 소리마저 여행객의 마음을 취하게 하면서, 어느새 지평선 너머로 붉은 노을이 하늘을 물들게 한다. 아침엔 일출을 보"
매물도,자연,자연관광지,섬,경상남도,통영시,"매물도는 한산면 매죽리(每竹里)에 속한 대매물도, 소매물도, 등대도(일명 글씽이섬) 3섬을 통틀어 말하는 것으로, 소매물도와 등대도의 해안암벽이 장관이다. 본섬인 소매물도는 면적이 2.51㎢에 불과한 작은 섬으로 행정구역상으로는 통영시 한산면 매죽리에 속하며 소매물도 이외에도 대매물도, 홍도, 등대섬(해금도), 대구을비도, 소구을비도 등이 모두 여기에 딸린 섬이다. 이 섬에 약 20가구가 마을을 이루고 살고 있다고 한다. 마을 뒤편의 비탈길을 따라 15분 정도 올라가면 소매물도의 최고봉인 망태봉 정상에 이른다. 등대섬을 비롯해 수많"
독도,자연,자연관광지,섬,경상북도,울릉군,"우리나라 가장 동쪽 끝에 있는 섬으로 동도는 동경 131도 52, 북위 37도 14 그리고 서도는 동경 131도 51, 북위 37도 14에 있다. 비교적 큰 두 개의 섬과 작은 바위섬으로 이루어진 화산섬이다. 바다제비, 슴새, 괭이갈매기 등 희귀한 해조류들이 살고 있으며, 천연기념물 제336호로 지정·보호되고 있다. 동해의 맑은 바다와 외로이 떠 있는 섬과 해조류들이 어우러져 매우 아름다운 섬이다. 천연기념물 제336호(명칭 - 독도천연보호구역)인 독도는 문화재보호법 제33조에 근거하여 일반인의 자유로운 입도를 제한해 왔으나, 20"
여수 백도,자연,자연관광지,섬,전라남도,여수시,"여수 백도는 거문도에서 동쪽으로 28km 떨어진 해상에 39개의 무인군도로 형성된 상백도와 하백도로 구분된다. 높고 낮은 기암괴석들과 깎아지른 절벽, 그 모습들이 천태만상으로 변화무쌍하여 장관을 이루고 있으며, 매바위, 서방바위 각시바위, 형제바위, 석불바위 등에 얽힌 갖가지 전설이 가득한 곳이다. 백도에는 천연기념물인 흑비둘기를 비롯해 30여종의 조류들과 풍란, 석곡, 눈향나무, 동백, 후박나무 등 아열대 식물들이 즐비하게 있으며, 353종의 식물 분포와 연평군 수온이 6.3℃로 큰붉은 산호, 꽃산호, 해면 등 170여 종의 해양"
위도,자연,자연관광지,섬,전라북도,부안군,"변산반도에서 서쪽 해상에 있는 부안군 위도면은 식도, 정금도, 상왕등도, 하왕등도 등 6개의 유인도와 24개의 무인도로 이루어져 있다. 그 중 위도는 섬 모양이 고슴도치를 닮았대서 고슴도치섬이라고도 불리운다. 위도는 허균이 ""홍길동전""에서 꿈꾸었던 ""율도국""의 실제 모델로 알려질만큼 풍요롭고 아름다운 섬이며, 위도 근해는 서해의 고기떼들이 집결하는 황금어장이다. 고기 많고 인심 좋은 위도는 사실 낚시터로 너무 잘 알려진 탓에, 섬의 경관이 아름답다는 사실은 덜 알려져 있다. 고운 모래와 울창한 숲을 가진 위도해수욕장, 논금과 미영금"
고파도,자연,자연관광지,섬,충청남도,서산시,"서산시 팔봉면 북쪽 해상인 가로림만 내에 있는 섬으로 지역 주민 외에는 외지인들의 발길이 아주 드문 섬이다. 청정지역으로 해산물이 많이 잡혀 최근에 알려지기 시작했다. '古波島' 라는 섬이름에서도 알 수 있듯이, 파도가 아름답다. 태안반도와 서산 땅끝이 옴팍하게 패여, 파도와 거센 바람을 막아주는 로가림만에 안겨있어서 파도라고 할 것도 없이 잔잔하게 다듬어진 물결만이 밀려온다. 이 물결에 실려온 고운 모래는 고파도 해변에서 황금빛 모래 사장을 이루고, 해마다 6월이 되면 붉은 해당화가 흐드러지게 피어난다. 특히, 이곳의 해당화는 순"
선유도(군산),자연,자연관광지,섬,전라북도,군산시,"* 선유 8경이 아름다운 섬, 선유도 * 약 20여 개의 섬으로 이루어진 고군산열도의 한가운데에 위치하며, 군산항에서는 약 50km 떨어져 있다. 서해안에서 가장 인기 높은 피서지 중 하나다. 그런데도 생각만큼 피서인파가 몰리진 않는다. 더욱이 인근의 무녀도, 장자도, 대장도와 다리가 놓인 덕택에 네 개의 섬을 한꺼번에 둘러볼 수가 있다. 선유도와 주변의 섬들을 여행할 때에 거점이 되는 곳은 선유도의 진리. '명사십리'라고도 하는 선유도해수욕장과 맞닿아 있고, 마이산처럼 우뚝한 망주봉이 빤히 바라보이는 마을이다. 학교, 민박집, 식"
대이작도,자연,자연관광지,섬,인천,옹진군,"인천으로부터 44㎞ 거리에 위치한 섬으로 동쪽의 소이작도(小伊作島)와는 200m 정도 떨어져 있다. 면적 2.57㎢, 해안선길이 18㎞, 인구는 158명(2001년말 기준)에 불과한 작은 섬이지만, 맑은 물과 깨끗한 백사장, 울창한 해송숲 등의 비경을 간직하고 있다. 특히 썰물 때에만 드러나는 모래사막에서도 노닐 수 있다는 점과 조용히 낚시를 즐기기에 알맞은 섬이라는 이곳의 가장 큰 특징이 있다. 아직까지는 널리 알려지지 않은 편이라 주민들의 인심도 후한 편이다. 섬 내에는 큰풀안(장골), 작은풀안, 목장골, 떼넘어(계남) 등의 해"
해운대 동백섬,자연,자연관광지,섬,부산,해운대구,"해운대해수욕장에서 탁 트인 바다를 바라보다 오른편으로 눈길을 돌리면 백사장이 끝나는 지점에 조선비치호텔이 있고 그 뒤편에 아담하게 동백섬이 자리하고 있다. 원래는 섬이었던 이곳은 오랜 세월 퇴적작용으로 육지와 연결되었지만 아직도 동백섬이라고 부르고 있어 옛날 지형을 연상시켜 주고 있다.일찍이 최치원 선생을 비롯한 많은 시인 묵객들은 바다와 숲이 어우러진 이곳의 절경을 찾아 노닐고 그 감흥을 읊어 후세에 전하고 있다. 동백섬을 둘러 산책로가 조성되어 시민들의 발길이 끊이지 않고 최치원의 해운대 각자, 동상, 시비를 비롯해서 황옥공주 "
송이도,자연,자연관광지,섬,전라남도,영광군,"전남 영광군 낙월면에 위치하고 있는 송이도는 낙월면의 가장 중앙에 있는 섬이며 낙월면 섬 가운데 두번째로 큰 섬이다. 섬 주변에는 각이도를 비롯한 대노인도, 소노인도 등 작은 섬이 자리하며 칠산바다를 끼고있다. 섬에 소나무가 많고 섬의 형태가 사람의 귀와 같다하여 송이도라 한다. 송이도에서는 우럭이 많이 잡히며, 부근의 수역에서 참조기, 새우, 고등어 등이 많이 잡히고 미역과 꽃게는 이 섬의 특산물이다. 관광자원으로는 세계적인 희귀조 노랑부리백로(천연기념물 361)와 수달(천연기념물 330)이 집단 서식하고 있고, 전국 최대 규모로"
안마도 ,자연,자연관광지,섬,전라남도,영광군,"안마도는 전남 영광군 낙월면에 위치한 섬으로 법성포에서 39km 떨어진 서쪽 해상에 자리하고 있다. 섬모양이 말의 안장 같다고 하여 안마도라 불리는 이섬은 석만도, 죽도, 횡도, 오도 등의 부속섬과 함께 안마군도를 이룬다. 안마도 근해는 영광굴비로 알려진 마른조기가 주로 잡히는 곳이며 그밖에 멸치. 갈치, 고등어, 넙치, 가자미, 민어, 도미, 장어, 낙지 등도 많이 잡힌다. 또한 이곳에는 해식애와 절리 층이 발달되어 말코바위, 흔들바위 등 웅장한 기암괴석이 경관을 이루는 해안과 300~400년된 팽나무와 느티나무가 있으며 길이 8"
노력도,자연,자연관광지,섬,전라남도,장흥군,"전라남도 장흥군 회진면 덕산리 동경 127°13′, 북위 34°27′에 위치규모 : 면적 0.84㎢, 해안선 길이 7㎞섬 이름은 노룡이 있는 섬이라 하여 노룡도라 불렸고 회진의 만호가 자신의 신분에 해가 될까 노룡을 바꿔 노력이라고 하였다고 한다. 그리고 물이 좋아 노인들이 장수하는 섬이라 하여 노력도라 불렸다.1895년 완도군이 설치되면서 완도로 편입되었다가 1914년 장흥군 대덕면에 편입. 1986년 장흥군 회진면에 속하게 되어 오늘에 이른다.노력도는 굴, 김, 미역, 갯장어 등이 나며 쌀, 마늘 농사도 짓는다.&nbsp; "
오이도,자연,자연관광지,섬,경기도,시흥시,"천혜의 자원, 푸른환경과 함께 선사시대 이래로 역사유물이 풍부한 시흥시는 수도권 유일의 생태도시로 거듭날 가능성이 풍부한 도시이다. 이러한 시흥의 서쪽 해변에 위치한 오이도는 섬 전체에 걸쳐 패총이 분포되어 있으며, 해양 생태의 풍부한 조건으로 수도권 주민들에게 사랑받고 있는 지역이다. 오이도 패총은 서해안에서 가장 큰 규모의 패총으로, 한반도 신석기문화의 남북관계 흐름을 알 수 있는 유일한 유적일 뿐 아니라, 내륙지방과 신석기문화의 남북교류관계, 그리고 서해안 갯벌지대의 신석기시대 해안 적응과정을 알려줄 수 있는 유적으로 파악되고"
압해도,자연,자연관광지,섬,전라남도,신안군,"동쪽으로 바다 건너 무안군 삼향면과 청계면, 서쪽으로는 암태면, 남쪽은 해남군 화원면, 그리고 북쪽은 지도읍과 이웃하고 있다. '그리움이 없는 사람은 압해도를 보지 못하네' 시인 노향림이 어린 시절, 목포시 산정동 야산 기슭에서 건너편 압해도를 바라보며 느꼈던 그 섬에 가고 싶은 무한한 동경을 주제로 쓴 60여 편의 압해도 연작시집의 제목이다. 압해읍과 재경압해 향우회에서는 학교리 소재 군립도서관 내 노향림 시비(詩碑)를 건립하였는데, 이것은 섬 지방에서 유일하게 볼 수 있는 시비로 압해도의 자랑거리 중 하나이다. 우리나라 서남단 "
팔금도,자연,자연관광지,섬,전라남도,신안군,"우리 나라 서남부에 위치한 섬으로 목포와의 거리는 24km이며, 동쪽은 바다 건너 압해읍, 서쪽은 비금면, 남쪽은 안좌면, 그리고 북쪽은 암태면과 이웃하고 있다. 팔금도 주민들은 성품이 온화하고 인심이 후덕하여 한 번은 꼭 가보고 싶은 섬이다. 주 소득원은 미맥 위주이며 마늘 재배, 김 양식, 갯지렁이 채취 등으로 소득을 올리고 있으며, 대하 등의 특산물이 생산되고 있다. 읍리에는 3층석탑이 있는데, 기단부 위에 탑신부를 형성하고 정상에 상륜을 장식한 고려시대 후기에 조성된 것으로 추정되는 일반형 석탑으로 1978년 9월 22일에 "
안좌도,자연,자연관광지,섬,전라남도,신안군,"목포로부터 22.9㎞의 지점(동경 126°08′,북위 34°34′)에 있다. 신안군 14개 읍면의 중앙에 위치한 도서면으로, 김환기 화가의 고향으로 유명한 안좌도는 안창도의 ""안""과 기좌도의 ""좌""를 합하여 안좌도라 칭하였으며 유인도 10개, 무인도 53개로 형성되었고 해안선은 91.4㎞에 이르고 있다. 높은 산이 많고 넓은 평야는 없으나 간석지를 막아 염전과 해태양식 등의 어업소득으로 주민소득은 높은 편이며, 안좌도와 팔금도는 연도교(신안 제 1교)로 연결되어 같은 생활권이 된 지 이미 오래인데 색다른 정취를 맛볼 수 있는 가볼 "
울도,자연,자연관광지,섬,인천,옹진군,"섬 전체가 한 폭의 동양화처럼 아름다운 울도는 면적 2.06㎢, 해안선 길이 12.7㎞, 최고점 220m이다. 인천에서 남서쪽으로 72km, 덕적도(德積島)에서 남서쪽으로 23km 해상에 위치한다. 덕적도와 가장 많이 떨어져 있어 올 때는 멀어서 울며 오고, 갈 때는 주민들의 좋은 인심 탓에 떠나기 섭섭하여 울고 간다는 뜻으로 울도라고 하였다고 전해지며, 살기가 어려워 섬 주민들치고 울지 않은 사람이 없어서 유래한 이름이라는 설도 있다. 신라 때부터 조선시대까지 남양부에 속하다가 1486년(성종 17) 인천도호부(仁川都護府)에 이속"
장봉도,자연,자연관광지,섬,인천,옹진군,"인천에서 서쪽으로 21km, 강화도(江華島)에서 남쪽으로 6.3km 해상에 위치하며, 섬은 북쪽을 향하여 느리게 만곡을 이루며, 해안 곳곳에 암석 갑각(岬角)이 돌출한데다 해식애(海蝕崖)가 발달하여 절경을 이루는 곳이 많다. 동쪽과 서쪽의 양안(兩岸)을 제외하고는 넓은 간석지로 둘러싸였으며, 구릉성 산지가 동서로 뻗어 섬의 골격을 이루고, 중앙에 평지가 있다. 일대에 천연기념물 제360호와 제361호로 지정된 노랑부리 백로와 괭이 갈매기가 집단으로 서식하며, 전체적으로 소나무숲이 무성하다. 포도와 김·백합·동죽·새우류·바지락 등이 "
우도해양도립공원,자연,자연관광지,섬,제주도,제주시,"제주도 동쪽 끝, 성산포에서 북동쪽으로 약 3.8킬로미터 지점에 위치한 섬속의 섬 우도는 그 모습이 마치 소가 누워 있거나 머리를 내민 모양과 같다고 해서 그런 이름이 붙었다. 구좌읍 종달리 바닷가에서 볼 때, 소머리부터 꼬리까지 길게 이어져 있는 섬의 독특한 형상이 한 눈에 우도라는 것을 알 수 있다. 섬의 길이는 3.8km에 둘레는 17km이며, 면적은 605ha 정도이다. 우도에 사람이 살기 시작한 것은 약 150년 전인 조선 숙종 23년(1679)에 국유목장이 설치된 뒤부터였다. 당시 국마(國馬)를 관리하고 사육하기 위해 육"
